Order ID,Order Date,Order Priority,Order Quantity,Total Sales,Total Cost of Good sold,Total Discount,Total Shipping Cost,Margin,Ship Date,Ship Mode,Customer Name,Product ID,Durée de livraison,Part de livraison dans les revenus
17831,10-25-2015,Critical,34,247,188,20,4,35,10-28-2015,Regular Air,Ricardo Emerson,1078,3,1.72%
17831,10-25-2015,Critical,38,237,205,0,8,24,10-28-2015,Express Air,Ricardo Emerson,937,3,3.38%
17858,09-25-2013,Medium,46,372,279,30,11,51,09-27-2013,Express Air,Becky Castell,455,2,3.06%
17858,09-25-2013,Medium,12,175,144,0,10,22,09-28-2013,Regular Air,Becky Castell,306,3,5.57%
17858,09-25-2013,Medium,21,76,65,2,3,5,09-28-2013,Regular Air,Becky Castell,583,3,3.95%
17859,05-26-2013,Critical,7,494,400,49,6,39,05-29-2013,Regular Air,Jack O'Briant,354,3,1.22%
17860,04-06-2014,Critical,16,"3,096","2,515",217,14,350,04-09-2014,Express Air,Adam Bellavance,783,3,0.45%
17862,05-07-2015,Not Specified,1,105,91,0,10,4,05-10-2015,Regular Air,Neil Knudson,276,3,9.29%
17862,05-07-2015,Not Specified,31,21,16,2,1,2,05-10-2015,Express Air,Neil Knudson,936,3,5.01%
17924,08-26-2014,Critical,42,"1,560","1,254",94,7,205,08-28-2014,Regular Air,Richard Eichhorn,252,2,0.43%
17926,11-10-2014,Critical,37,70,61,2,13,-6,11-13-2014,Regular Air,Sally Knutson,536,3,18.81%
17927,08-09-2012,Medium,42,65,53,7,9,-3,08-12-2012,Regular Air,Janet Lee,373,3,13.80%
17952,10-11-2013,Medium,28,124,100,4,10,10,10-13-2013,Regular Air,Ken Dana,591,2,8.14%
17953,08-20-2015,High,21,"1,892","1,517",38,90,248,08-22-2015,Delivery Truck,Troy Staebel,399,2,4.76%
17953,08-20-2015,High,17,"1,445","1,233",0,2,210,08-22-2015,Regular Air,Troy Staebel,627,2,0.12%
17953,08-20-2015,High,30,380,309,15,29,27,08-22-2015,Regular Air,Troy Staebel,589,2,7.70%
17956,08-05-2013,Critical,17,"1,518","1,309",30,13,166,08-08-2013,Regular Air,Kelly Lampkin,102,3,0.85%
17956,08-05-2013,Critical,40,982,792,20,8,162,08-07-2013,Express Air,Kelly Lampkin,367,2,0.78%
17958,08-11-2014,Low,33,78,67,8,11,-8,08-13-2014,Regular Air,Jasper Cacioppo,662,2,13.68%
17959,09-09-2015,Medium,21,"1,148",997,80,37,34,09-11-2015,Regular Air,Doug Jacobs,168,2,3.20%
17959,09-09-2015,Medium,28,99,81,2,30,-13,09-12-2015,Regular Air,Doug Jacobs,492,3,30.20%
17985,04-12-2014,Medium,50,444,342,44,5,53,04-14-2014,Regular Air,Duane Benoit,387,2,1.12%
17985,04-12-2014,Medium,4,145,126,3,45,-29,04-15-2014,Delivery Truck,Duane Benoit,210,3,31.10%
17986,04-05-2015,Not Specified,43,"1,888","1,422",132,2,331,04-08-2015,Regular Air,George Ashbrook,1088,3,0.12%
17988,09-22-2013,Low,46,880,691,35,13,140,09-25-2013,Regular Air,Anthony Garverick,203,3,1.53%
18017,03-25-2013,Critical,22,"2,877","2,305",86,81,404,03-28-2013,Delivery Truck,Benjamin Venier,6,3,2.82%
18023,02-24-2014,Medium,34,"4,597","3,964",460,11,161,02-27-2014,Regular Air,Valerie Mitchum,1222,3,0.25%
18023,02-24-2014,Medium,38,872,694,105,39,34,02-26-2014,Delivery Truck,Valerie Mitchum,360,2,4.52%
18049,08-13-2012,Medium,10,"3,036","2,458",304,8,266,08-16-2012,Regular Air,Liz Carlisle,964,3,0.27%
18055,02-04-2013,Critical,3,"5,226","4,188",157,7,874,02-06-2013,Regular Air,Maribeth Schnelling,938,2,0.14%
18080,06-22-2012,High,7,617,530,80,39,-33,06-24-2012,Delivery Truck,Sylvia Foulston,335,2,6.37%
18085,09-25-2014,High,33,"8,009","6,354",961,6,687,09-28-2014,Regular Air,Lisa DeCherney,220,3,0.08%
18085,09-25-2014,High,23,"1,914","1,544",38,60,271,09-28-2014,Delivery Truck,Lisa DeCherney,9,3,3.15%
18112,03-16-2015,Not Specified,13,89,78,7,2,3,03-18-2015,Regular Air,Henry MacAllister,951,2,2.25%
18113,08-28-2015,Not Specified,27,"1,267","1,015",139,45,67,08-31-2015,Delivery Truck,Becky Castell,38,3,3.55%
18119,06-24-2012,Low,37,"21,150","18,239",0,12,"2,898",06-27-2012,Regular Air,Trudy Bell,657,3,0.06%
18144,06-07-2014,Critical,48,"3,536","2,664",424,8,440,06-09-2014,Regular Air,Dorothy Wardle,1162,2,0.22%
18144,06-07-2014,Critical,41,226,182,27,8,10,06-09-2014,Regular Air,Dorothy Wardle,161,2,3.32%
18144,06-07-2014,Critical,8,205,176,25,21,-16,06-10-2014,Regular Air,Dorothy Wardle,431,3,10.21%
18145,09-04-2013,Medium,47,"1,960","1,565",157,5,233,09-06-2013,Regular Air,Lauren Leatherbury,666,2,0.26%
18145,09-04-2013,Medium,21,797,690,0,14,93,09-06-2013,Regular Air,Lauren Leatherbury,696,2,1.77%
18147,07-17-2012,Not Specified,42,"13,467","10,650",0,2,"2,815",07-20-2012,Regular Air,Bruce Degenhardt,1109,3,0.02%
18147,07-17-2012,Not Specified,50,79,68,6,9,-4,07-19-2012,Regular Air,Bruce Degenhardt,1131,2,10.77%
18178,11-02-2012,Low,10,193,154,0,13,25,11-05-2012,Regular Air,Naresj Patel,463,3,7.00%
18178,11-02-2012,Low,43,84,73,9,74,-72,11-04-2012,Regular Air,Naresj Patel,1257,2,87.66%
18179,08-01-2012,Not Specified,24,"3,049","2,520",183,1,345,08-04-2012,Regular Air,Liz Price,942,3,0.05%
18179,08-01-2012,Not Specified,50,227,195,9,3,21,08-04-2012,Regular Air,Liz Price,540,3,1.31%
18179,08-01-2012,Not Specified,50,74,64,0,3,7,08-04-2012,Regular Air,Liz Price,720,3,3.63%
18182,04-10-2014,Medium,45,"4,500","3,719",90,78,612,04-13-2014,Regular Air,Anna Haberlin,371,3,1.74%
18182,04-10-2014,Medium,12,"2,498","1,918",300,13,267,04-12-2014,Express Air,Anna Haberlin,425,2,0.52%
18182,04-10-2014,Medium,45,177,148,11,30,-11,04-13-2014,Regular Air,Anna Haberlin,244,3,16.97%
18208,04-01-2015,Not Specified,34,176,153,14,2,7,04-03-2015,Regular Air,Roy Collins,876,2,1.19%
18208,04-01-2015,Not Specified,36,193,167,21,8,-2,04-04-2015,Regular Air,Roy Collins,1213,3,4.04%
18210,08-06-2013,Not Specified,27,"9,808","7,914",0,1,"1,893",08-08-2013,Regular Air,Greg Guthrie,911,2,0.01%
18210,08-06-2013,Not Specified,27,"1,253","1,073",138,30,12,08-08-2013,Regular Air,Greg Guthrie,37,2,2.39%
18213,09-10-2013,Medium,29,59,51,8,30,-29,09-13-2013,Regular Air,Guy Phonely,492,3,50.79%
18215,09-19-2013,Medium,29,336,278,40,8,9,09-21-2013,Regular Air,Eugene Moren,899,2,2.46%
18241,07-27-2013,Low,3,"1,189","1,033",83,3,70,07-30-2013,Regular Air,Denny Blanton,543,3,0.25%
18241,07-27-2013,Low,25,63,52,7,115,-111,07-29-2013,Delivery Truck,Denny Blanton,3,2,182.79%
18244,02-11-2014,Critical,1,"10,025","8,007",0,37,"1,981",02-14-2014,Regular Air,Chris Selesnick,194,3,0.37%
18247,11-05-2012,Not Specified,20,566,457,0,6,103,11-07-2012,Regular Air,Rob Haberlin,646,2,1.06%
18273,09-15-2014,Low,18,78,63,6,30,-21,09-18-2014,Regular Air,Jack Lebron,478,3,38.56%
18275,01-10-2015,Low,25,136,108,14,7,7,01-12-2015,Regular Air,Helen Andreada,829,2,5.47%
18279,02-26-2012,Medium,22,"5,096","4,126",510,3,458,02-28-2012,Regular Air,Stephanie Phelps,583,2,0.06%
18279,02-26-2012,Medium,20,183,150,7,37,-11,02-29-2012,Regular Air,Stephanie Phelps,55,3,20.05%
18307,02-02-2013,Low,34,460,398,18,4,40,02-04-2013,Regular Air,Dennis Pardue,626,2,0.77%
18307,02-02-2013,Low,23,60,52,7,13,-12,02-04-2013,Express Air,Dennis Pardue,494,2,21.77%
18308,10-09-2012,Not Specified,30,"2,296","1,718",161,2,414,10-11-2012,Regular Air,Ann Chong,977,2,0.10%
18308,10-09-2012,Not Specified,49,461,351,0,12,98,10-11-2012,Regular Air,Ann Chong,132,2,2.63%
18308,10-09-2012,Not Specified,15,114,98,14,6,-4,10-11-2012,Regular Air,Ann Chong,268,2,5.26%
18336,04-24-2012,Not Specified,1,335,290,0,1,44,04-26-2012,Express Air,Giulietta Dortch,716,2,0.31%
18340,06-17-2014,Medium,20,192,146,25,17,4,06-20-2014,Express Air,Jack O'Briant,1250,3,8.69%
18340,06-17-2014,Medium,28,146,126,3,15,2,06-20-2014,Express Air,Jack O'Briant,1219,3,10.35%
18341,07-18-2013,Critical,39,197,171,0,12,14,07-20-2013,Regular Air,Bradley Nguyen,986,2,6.08%
18368,11-30-2015,Not Specified,3,"1,328","1,145",106,22,54,12-02-2015,Delivery Truck,Alyssa Crouse,48,2,1.66%
18368,11-30-2015,Not Specified,3,323,279,0,5,39,12-03-2015,Regular Air,Alyssa Crouse,224,3,1.62%
18368,11-30-2015,Not Specified,35,213,171,23,8,11,12-03-2015,Regular Air,Alyssa Crouse,367,3,3.58%
18370,01-13-2014,Low,41,241,201,0,8,32,01-15-2014,Regular Air,Rick Wilson,304,2,3.12%
18371,09-18-2012,Medium,30,"1,476","1,087",0,13,375,09-21-2012,Regular Air,Denise Monton,274,3,0.91%
18373,04-12-2015,Critical,35,"6,516","4,940",782,1,793,04-14-2015,Regular Air,Tracy Poddar,239,2,0.02%
18374,09-30-2015,Low,21,"2,561","2,073",307,8,172,10-02-2015,Regular Air,Nick Crebassa,1230,2,0.32%
18375,09-22-2014,Low,20,"1,072",889,43,1,139,09-25-2014,Regular Air,Theresa Swint,799,3,0.07%
18400,12-06-2014,Not Specified,29,225,196,16,6,8,12-08-2014,Regular Air,Ralph Arnett,373,2,2.66%
18402,08-29-2012,Low,3,"1,425","1,138",0,22,265,09-01-2012,Regular Air,Deanra Eno,614,3,1.51%
18402,08-29-2012,Low,5,3,2,0,104,-104,08-31-2012,Delivery Truck,Deanra Eno,134,2,3622.40%
18405,01-07-2012,Medium,2,629,545,25,22,38,01-10-2012,Regular Air,George Ashbrook,137,3,3.46%
18405,01-07-2012,Medium,30,399,318,48,13,20,01-09-2012,Express Air,George Ashbrook,770,2,3.32%
18432,03-12-2014,High,12,"1,399","1,121",42,1,235,03-14-2014,Express Air,Art Ferguson,971,2,0.09%
18432,03-12-2014,High,42,679,586,41,8,45,03-14-2014,Regular Air,Art Ferguson,552,2,1.14%
18432,03-12-2014,High,15,447,361,58,10,18,03-15-2014,Express Air,Art Ferguson,591,3,2.27%
18432,03-12-2014,High,5,216,178,24,35,-20,03-15-2014,Delivery Truck,Art Ferguson,100,3,16.08%
18464,03-28-2015,High,31,"5,586","4,388",391,2,805,03-31-2015,Regular Air,Brian Derr,951,3,0.04%
18464,03-28-2015,High,37,"4,886","3,943",98,99,747,03-31-2015,Delivery Truck,Brian Derr,36,3,2.03%
18464,03-28-2015,High,41,200,174,4,1,21,03-31-2015,Regular Air,Brian Derr,906,3,0.57%
18464,03-28-2015,High,27,70,58,2,83,-73,03-30-2015,Delivery Truck,Brian Derr,111,2,118.24%
18465,04-15-2013,High,12,141,114,10,53,-35,04-18-2013,Regular Air,Laura Armstrong,218,3,37.28%
18466,05-21-2015,Low,25,39,30,5,8,-3,05-23-2015,Regular Air,Deanra Eno,908,2,20.21%
18466,05-21-2015,Low,24,277,241,30,11,-5,05-23-2015,Express Air,Deanra Eno,344,2,3.85%
18471,02-19-2012,Not Specified,4,221,177,7,4,34,02-22-2012,Regular Air,Justin Knight,928,3,1.74%
18471,02-19-2012,Not Specified,37,152,129,0,1,21,02-21-2012,Regular Air,Justin Knight,667,2,0.95%
18471,02-19-2012,Not Specified,29,8,7,0,8,-7,02-21-2012,Regular Air,Justin Knight,964,2,98.44%
18496,05-15-2012,High,30,"1,007",751,20,10,226,05-18-2012,Regular Air,Larry Tron,325,3,0.97%
18496,05-15-2012,High,29,929,733,19,30,148,05-18-2012,Regular Air,Larry Tron,492,3,3.23%
18500,02-11-2015,Medium,30,"2,558","2,037",77,8,437,02-14-2015,Regular Air,Toby Swindell,297,3,0.32%
18500,02-11-2015,Medium,30,989,752,20,53,165,02-13-2015,Regular Air,Toby Swindell,103,2,5.31%
18500,02-11-2015,Medium,44,82,70,9,55,-52,02-13-2015,Delivery Truck,Toby Swindell,157,2,66.90%
18503,05-05-2014,Not Specified,46,"10,000","8,687",400,27,886,05-08-2014,Delivery Truck,Sarah Brown,60,3,0.27%
18503,05-05-2014,Not Specified,13,"6,691","5,417",535,4,734,05-07-2014,Regular Air,Sarah Brown,228,2,0.06%
18528,04-30-2014,Critical,33,776,581,78,6,112,05-03-2014,Regular Air,Jas O'Carroll,654,3,0.77%
18528,04-30-2014,Critical,22,362,291,14,12,45,05-02-2014,Regular Air,Jas O'Carroll,986,2,3.30%
18530,12-31-2013,Not Specified,2,"2,903","2,522",87,22,273,01-03-2014,Regular Air,Grant Thornton,680,3,0.74%
18530,12-31-2013,Not Specified,25,41,34,0,9,-2,01-03-2014,Regular Air,Grant Thornton,234,3,22.15%
18531,10-29-2015,Critical,50,148,116,9,22,1,11-01-2015,Delivery Truck,Jeremy Ellison,341,3,14.56%
18532,10-20-2014,Not Specified,31,245,199,5,16,25,10-22-2014,Regular Air,Jasper Cacioppo,555,2,6.54%
18532,10-20-2014,Not Specified,29,75,65,9,12,-11,10-23-2014,Regular Air,Jasper Cacioppo,752,3,15.54%
18533,11-06-2012,Not Specified,27,"1,299","1,038",26,13,222,11-09-2012,Regular Air,Larry Hughes,536,3,1.01%
18533,11-06-2012,Not Specified,5,413,334,29,8,43,11-09-2012,Express Air,Larry Hughes,503,3,1.83%
18534,12-30-2014,Low,36,611,531,79,3,-2,01-02-2015,Express Air,Tracy Poddar,583,3,0.49%
18561,01-09-2012,Not Specified,9,"1,057",871,32,10,144,01-11-2012,Regular Air,Joni Blumstein,1234,2,0.98%
18562,12-20-2014,Critical,41,55,47,7,4,-4,12-22-2014,Regular Air,Noel Staavos,1224,2,8.11%
18592,09-30-2015,Critical,2,88,71,5,5,6,10-03-2015,Regular Air,Nora Pelletier,457,3,5.74%
18593,09-22-2014,High,19,"6,922","5,761",831,134,197,09-24-2014,Delivery Truck,Tamara Manning,191,2,1.94%
18593,09-22-2014,High,23,275,209,22,11,32,09-24-2014,Regular Air,Tamara Manning,95,2,3.92%
18595,01-31-2012,Critical,16,472,387,19,4,62,02-03-2012,Regular Air,Art Foster,754,3,0.84%
18595,01-31-2012,Critical,6,373,300,48,21,4,02-03-2012,Regular Air,Art Foster,327,3,5.63%
18596,10-02-2015,Low,32,"4,661","3,591",93,1,977,10-05-2015,Regular Air,Adam Bellavance,886,3,0.02%
18596,10-02-2015,Low,42,404,331,12,45,15,10-05-2015,Delivery Truck,Adam Bellavance,210,3,11.15%
18597,09-26-2013,Medium,37,"2,429","1,813",316,1,300,09-29-2013,Regular Air,Andy Gerbode,1164,3,0.03%
18598,08-06-2013,Critical,24,"1,015",842,132,10,32,08-08-2013,Express Air,Fred Harton,837,2,0.95%
18598,08-06-2013,Critical,46,348,300,14,32,2,08-08-2013,Regular Air,Fred Harton,322,2,9.18%
18627,12-20-2013,Medium,4,478,384,10,1,83,12-23-2013,Regular Air,Phillip Flathmann,871,3,0.16%
18661,09-08-2015,Low,11,"1,152",926,69,93,64,09-10-2015,Delivery Truck,Erin Creighton,30,2,8.04%
18661,09-08-2015,Low,12,40,32,3,87,-82,09-10-2015,Delivery Truck,Erin Creighton,269,2,218.52%
18688,03-05-2014,Not Specified,15,"14,945","12,795","1,793",1,355,03-08-2014,Regular Air,Emily Grady,888,3,0.01%
18688,03-05-2014,Not Specified,49,"1,189","1,033",71,30,55,03-08-2014,Regular Air,Emily Grady,84,3,2.52%
18688,03-05-2014,Not Specified,41,43,37,6,6,-6,03-08-2014,Regular Air,Emily Grady,226,3,14.53%
18689,12-24-2012,Not Specified,38,"1,118",899,22,9,187,12-26-2012,Regular Air,Steven Roelle,725,2,0.81%
18689,12-24-2012,Not Specified,10,270,232,19,14,6,12-27-2012,Regular Air,Steven Roelle,507,3,5.02%
18723,08-12-2012,Medium,1,"3,155","2,377",0,4,775,08-14-2012,Regular Air,Jonathan Howell,439,2,0.12%
18753,07-31-2012,Medium,31,56,42,2,19,-7,08-03-2012,Regular Air,Erin Creighton,1261,3,33.89%
18753,07-31-2012,Medium,33,"3,975","3,975",80,45,-125,08-03-2012,Delivery Truck,Erin Creighton,29,3,1.13%
18754,09-25-2012,Not Specified,32,"1,128",852,124,13,138,09-27-2012,Regular Air,Roland Black,200,2,1.20%
18754,09-25-2012,Not Specified,8,77,57,3,54,-37,09-27-2012,Delivery Truck,Roland Black,52,2,69.86%
18757,05-22-2015,Low,9,683,585,27,23,48,05-24-2015,Regular Air,Matthew Clasen,621,2,3.32%
18757,05-22-2015,Low,5,201,174,6,15,7,05-25-2015,Regular Air,Matthew Clasen,1187,3,7.39%
18757,05-22-2015,Low,43,22,18,0,2,1,05-25-2015,Express Air,Matthew Clasen,789,3,10.93%
18758,04-20-2013,Not Specified,20,190,164,23,32,-29,04-22-2013,Express Air,Liz Pelletier,322,2,16.81%
18788,10-02-2012,Not Specified,27,900,768,36,17,79,10-04-2012,Regular Air,Joy Smith,240,2,1.86%
18789,03-16-2014,High,50,"2,365","2,055",0,14,297,03-18-2014,Regular Air,Craig Rider,570,2,0.58%
18790,02-11-2012,High,7,"1,650","1,327",33,22,268,02-14-2012,Delivery Truck,Nicole Brennan,48,3,1.34%
18816,02-24-2012,Critical,12,15,13,1,6,-5,02-27-2012,Express Air,Jeremy Lonsdale,411,3,40.55%
18819,02-25-2012,Low,22,"14,255","11,581","1,853",33,788,02-28-2012,Regular Air,Dan Campbell,529,3,0.23%
18822,12-21-2013,Low,34,107,93,4,13,-4,12-24-2013,Regular Air,Cynthia Arntzen,200,3,12.65%
18849,08-05-2015,High,43,"1,122",911,79,8,124,08-07-2015,Regular Air,Deanra Eno,908,2,0.70%
18849,08-05-2015,High,6,330,267,40,1,22,08-07-2015,Regular Air,Deanra Eno,599,2,0.45%
18849,08-05-2015,High,39,477,414,38,13,11,08-07-2015,Regular Air,Deanra Eno,731,2,2.76%
18851,12-16-2015,Critical,32,300,259,18,16,8,12-18-2015,Express Air,Thea Hudgings,1151,2,5.19%
18852,09-19-2014,High,17,583,472,12,9,90,09-22-2014,Express Air,Theresa Swint,534,3,1.54%
18853,01-17-2013,Critical,33,191,164,8,2,18,01-20-2013,Regular Air,Gary Hwang,882,3,1.18%
18855,09-15-2012,High,31,538,456,22,12,49,09-18-2012,Regular Air,Ed Jacobs,810,3,2.15%
18884,06-24-2014,Not Specified,29,130,104,0,37,-11,06-27-2014,Regular Air,Nora Pelletier,10,3,28.28%
18884,06-24-2014,Not Specified,5,220,183,29,22,-13,06-27-2014,Delivery Truck,Nora Pelletier,341,3,9.77%
18887,12-05-2013,Not Specified,9,"6,174","4,981",0,1,"1,191",12-07-2013,Regular Air,Clay Rozendal,512,2,0.02%
18917,05-03-2015,Critical,14,127,110,14,2,0,05-06-2015,Regular Air,Steve Nguyen,1100,3,1.76%
18918,10-27-2015,Not Specified,7,289,251,38,21,-21,10-29-2015,Regular Air,Quincy Jones,196,2,7.26%
18919,06-28-2012,Low,39,"7,000","6,081",0,12,907,06-30-2012,Regular Air,Rob Williams,721,2,0.18%
18945,01-17-2012,Medium,33,"1,648","1,321",132,3,192,01-19-2012,Regular Air,John Lee,684,2,0.18%
18946,05-04-2013,Critical,32,124,100,12,15,-4,05-06-2013,Regular Air,Kelly Andreada,1219,2,12.17%
18950,02-27-2015,Low,33,608,485,43,21,59,03-01-2015,Delivery Truck,Barry Gonzalez,388,2,3.46%
18951,06-29-2014,Critical,16,300,246,36,4,13,07-01-2014,Regular Air,Astrea Jones,1224,2,1.49%
18951,06-29-2014,Critical,10,64,56,3,8,-2,07-02-2014,Express Air,Astrea Jones,304,3,11.78%
19010,06-07-2012,Low,18,189,164,0,30,-5,06-09-2012,Regular Air,Grant Carroll,65,2,15.87%
19040,12-19-2014,High,10,226,195,18,13,0,12-21-2014,Regular Air,Adam Hart,378,2,5.96%
19041,07-26-2014,Low,3,214,171,24,7,12,07-28-2014,Regular Air,Grant Thornton,546,2,3.16%
19041,07-26-2014,Low,43,33,26,2,7,-2,07-28-2014,Regular Air,Grant Thornton,247,2,21.21%
19042,03-01-2012,Critical,8,540,431,54,11,43,03-04-2012,Regular Air,Evan Minnotte,516,3,2.08%
19044,04-11-2015,Low,29,"4,831","4,167",483,14,168,04-14-2015,Regular Air,Rob Dowd,758,3,0.29%
19044,04-11-2015,Low,32,516,445,57,21,-7,04-13-2015,Regular Air,Rob Dowd,165,2,4.07%
19047,01-28-2012,High,1,"1,848","1,496",148,21,183,01-30-2012,Regular Air,Adam Hart,364,2,1.16%
19047,01-28-2012,High,3,55,48,2,2,3,01-30-2012,Regular Air,Adam Hart,920,2,4.24%
19073,06-24-2012,Not Specified,40,170,137,7,2,24,06-27-2012,Express Air,Chuck Magee,800,3,1.18%
19073,06-24-2012,Not Specified,16,328,284,20,8,17,06-26-2012,Regular Air,Chuck Magee,552,2,2.36%
19074,06-25-2015,Critical,17,"4,441","3,345",89,102,905,06-28-2015,Delivery Truck,Sonia Sunley,186,3,2.30%
19075,09-26-2012,Critical,36,143,114,3,10,16,09-29-2012,Regular Air,Joseph Holt,238,3,6.83%
19078,07-27-2012,Critical,21,"22,878","19,946",915,7,"2,009",07-29-2012,Regular Air,Brendan Dodson,497,2,0.03%
19104,08-10-2013,High,48,683,565,27,12,79,08-12-2013,Regular Air,Quincy Jones,132,2,1.77%
19105,10-28-2012,High,29,"1,516","1,308",167,8,34,10-30-2012,Regular Air,Max Ludwig,964,2,0.54%
19105,10-28-2012,High,31,"1,549","1,326",201,9,12,10-31-2012,Regular Air,Max Ludwig,581,3,0.58%
19111,10-04-2012,Low,24,"3,002","2,608",180,3,211,10-07-2012,Regular Air,Bart Pistole,583,3,0.10%
19136,08-04-2013,Not Specified,44,173,151,0,2,21,08-06-2013,Regular Air,Michelle Moray,296,2,1.08%
19138,09-05-2014,Low,30,251,202,5,9,35,09-08-2014,Express Air,Carlos Daly,612,3,3.66%
19139,12-03-2013,Not Specified,15,200,164,4,8,24,12-06-2013,Regular Air,Helen Wasserman,1181,3,3.86%
19140,09-30-2012,Medium,47,"5,166","4,168",517,8,473,10-03-2012,Regular Air,Ann Steele,900,3,0.15%
19140,09-30-2012,Medium,50,307,267,37,2,1,10-02-2012,Regular Air,Ann Steele,869,2,0.66%
19143,11-04-2015,High,3,5,4,1,24,-24,11-07-2015,Delivery Truck,Ed Braxton,54,3,477.98%
19174,07-16-2013,Medium,19,"6,300","5,083",504,4,709,07-18-2013,Regular Air,Fred McMath,469,2,0.06%
19174,07-16-2013,Medium,48,"1,254","1,015",0,3,236,07-19-2013,Regular Air,Fred McMath,438,3,0.24%
19174,07-16-2013,Medium,35,787,639,24,21,103,07-18-2013,Regular Air,Fred McMath,101,2,2.67%
19174,07-16-2013,Medium,49,360,265,25,8,61,07-19-2013,Regular Air,Fred McMath,1231,3,2.25%
19175,08-19-2012,Low,19,165,141,3,8,12,08-22-2012,Regular Air,Frank Merwin,204,3,4.84%
19204,09-18-2012,Medium,27,"5,312","4,215",691,13,394,09-20-2012,Regular Air,Linda Cazamias,1022,2,0.24%
19204,09-18-2012,Medium,28,236,200,9,7,19,09-21-2012,Regular Air,Linda Cazamias,593,3,3.09%
19205,07-26-2013,Medium,31,"1,240","1,065",0,3,172,07-28-2013,Regular Air,Odella Nelson,1055,2,0.23%
19205,07-26-2013,Medium,47,133,107,8,9,10,07-28-2013,Regular Air,Odella Nelson,670,2,6.59%
19206,03-30-2013,Low,40,"1,584","1,278",0,2,304,04-01-2013,Regular Air,Michelle Moray,1088,2,0.14%
19206,03-30-2013,Low,32,83,72,11,22,-21,04-01-2013,Delivery Truck,Michelle Moray,341,2,25.89%
19207,03-15-2015,Not Specified,23,"6,048","4,880",786,1,380,03-18-2015,Regular Air,Cindy Chapman,1048,3,0.02%
19207,03-15-2015,Not Specified,11,71,61,0,1,8,03-18-2015,Regular Air,Cindy Chapman,827,3,1.48%
19232,07-12-2012,Low,43,"2,244","1,817",135,8,285,07-14-2012,Regular Air,Cynthia Arntzen,473,2,0.35%
19232,07-12-2012,Low,5,268,214,32,2,20,07-14-2012,Regular Air,Cynthia Arntzen,882,2,0.84%
19232,07-12-2012,Low,28,33,28,4,63,-61,07-14-2012,Delivery Truck,Cynthia Arntzen,199,2,188.22%
19234,01-24-2012,High,24,"4,706","3,771",94,10,830,01-27-2012,Regular Air,Cynthia Delaney,591,3,0.22%
19264,09-29-2014,High,40,"2,433","1,970",292,8,163,10-01-2014,Regular Air,Ivan Liston,1099,2,0.32%
19264,09-29-2014,High,23,159,137,16,2,4,10-02-2014,Regular Air,Ivan Liston,1110,3,1.43%
19296,04-10-2013,High,43,109,95,7,2,5,04-13-2013,Express Air,Eric Murdock,920,3,2.16%
19299,03-18-2012,Not Specified,10,72,58,5,1,9,03-20-2012,Regular Air,Brendan Murry,982,2,1.04%
19300,12-16-2012,Critical,10,"13,050","10,711","1,696",9,634,12-18-2012,Regular Air,Denny Joy,819,2,0.07%
19329,03-07-2013,Not Specified,6,295,251,12,7,24,03-10-2013,Regular Air,Max Engle,349,3,2.54%
19329,03-07-2013,Not Specified,37,340,293,34,7,5,03-09-2013,Regular Air,Max Engle,624,2,2.19%
19332,02-27-2015,High,46,90,78,7,44,-39,03-01-2015,Delivery Truck,Barry Gonzalez,20,2,48.85%
19361,09-23-2015,Low,43,792,690,79,8,15,09-25-2015,Regular Air,Valerie Takahito,960,2,0.98%
19361,09-23-2015,Low,21,207,179,15,13,0,09-26-2015,Regular Air,Valerie Takahito,475,3,6.50%
19361,09-23-2015,Low,21,76,66,6,4,-1,09-25-2015,Regular Air,Valerie Takahito,489,2,5.87%
19363,07-05-2014,High,44,"7,307","5,857",950,8,492,07-07-2014,Regular Air,Randy Ferguson,970,2,0.12%
19363,07-05-2014,High,41,294,254,18,1,20,07-07-2014,Regular Air,Randy Ferguson,667,2,0.49%
19365,01-16-2014,Medium,29,111,94,4,8,5,01-19-2014,Regular Air,Filia McAdams,1102,3,7.01%
19367,04-20-2012,High,20,245,196,29,4,16,04-23-2012,Regular Air,Amy Hunt,956,3,1.53%
19394,12-25-2015,Medium,16,"1,567","1,362",110,1,95,12-28-2015,Regular Air,Darren Powers,512,3,0.09%
19394,12-25-2015,Medium,5,336,291,24,13,8,12-28-2015,Regular Air,Darren Powers,169,3,3.93%
19424,04-09-2014,Not Specified,29,"6,109","4,963",733,7,406,04-11-2014,Regular Air,Sibella Parks,1238,2,0.12%
19424,04-09-2014,Not Specified,37,57,49,4,2,3,04-12-2014,Regular Air,Sibella Parks,235,3,2.87%
19425,09-24-2015,Not Specified,34,"1,332","1,082",0,5,244,09-26-2015,Regular Air,Cassandra Brandow,747,2,0.41%
19429,08-24-2012,Not Specified,2,29,25,3,78,-77,08-27-2012,Delivery Truck,Dean Katz,26,3,270.52%
19430,11-13-2013,Critical,39,249,197,10,53,-10,11-16-2013,Regular Air,Helen Andreada,34,3,21.09%
19431,05-23-2012,Not Specified,4,30,26,3,2,-1,05-26-2012,Regular Air,Nathan Gelder,863,3,5.91%
19457,07-12-2012,High,34,"1,254","1,012",88,1,154,07-14-2012,Regular Air,Alice McCarthy,769,2,0.06%
