Order ID,Order Date,Order Priority,Order Quantity,Total Sales,Total Cost of Good sold,Total Discount,Total Shipping Cost,Margin,Ship Date,Ship Mode,Customer Name,Product ID,Product category,Product Subcategory,Part des frais de port,,TOP 100,
11011,05-13-2015,High,36,311,243,40,12,15,05-15-2015,Regular Air,Fred McMath,657,Office Supplies,Envelopes,4.00%,,,
11011,05-13-2015,High,36,80,69,10,1,0,05-15-2015,Regular Air,Fred McMath,793,Office Supplies,Labels,0.92%,,,
11044,06-24-2015,Medium,3,330,265,40,8,18,06-26-2015,Regular Air,Sandra Glassco,1036,Office Supplies,Pens & Art Supplies,2.27%,,,
11045,03-25-2015,Medium,35,"13,526","10,591",812,9,"2,115",03-27-2015,Regular Air,Eugene Moren,534,Office Supplies,Paper,0.07%,,,
11108,08-16-2015,Not Specified,20,140,121,18,9,-8,08-19-2015,Regular Air,Cynthia Arntzen,1077,Office Supplies,Paper,6.16%,,,
11137,11-29-2015,High,48,"1,344","1,084",175,13,72,12-01-2015,Regular Air,Allen Rosenblatt,102,Office Supplies,Storage & Organization,0.96%,,,
11168,10-21-2015,Critical,35,84,73,0,9,3,10-23-2015,Regular Air,Lisa Hazard,921,Furniture,Office Furnishings,10.19%,,,
11173,03-30-2015,Critical,37,188,163,21,6,-1,04-02-2015,Regular Air,Janet Molinari,866,Technology,Computer Peripherals,3.07%,,,
11202,03-17-2015,Medium,8,"5,329","4,015",373,4,937,03-19-2015,Regular Air,Barry Weirich,556,Office Supplies,Binders and Binder Accessories,0.08%,,,
11239,02-09-2015,Critical,33,221,172,9,44,-4,02-11-2015,Delivery Truck,Jay Kimmel,20,Furniture,Tables,19.80%,,,
11269,05-26-2015,Low,39,"12,039","9,780","1,445",9,805,05-29-2015,Express Air,Harold Engle,234,Technology,Telephones and Communication,0.07%,,,
11269,05-26-2015,Low,49,"2,574","2,070",154,1,349,05-28-2015,Regular Air,Harold Engle,763,Office Supplies,Labels,0.03%,,,
11269,05-26-2015,Low,1,241,209,29,30,-27,05-28-2015,Regular Air,Harold Engle,632,Office Supplies,Storage & Organization,12.46%,,,
11301,03-22-2015,Medium,29,162,139,10,6,8,03-24-2015,Regular Air,Tony Chapman,302,Technology,Computer Peripherals,3.71%,,,
11362,09-10-2015,Low,25,"6,300","5,375",378,13,534,09-13-2015,Regular Air,Hilary Holden,167,Technology,Telephones and Communication,0.21%,,,
11362,09-10-2015,Low,27,"3,551","2,754",355,8,435,09-13-2015,Regular Air,Hilary Holden,1053,Office Supplies,"Scissors, Rulers and Trimmers",0.21%,,,
11362,09-10-2015,Low,32,28,22,3,21,-18,09-12-2015,Regular Air,Hilary Holden,152,Furniture,Office Furnishings,75.62%,,,
11362,09-10-2015,Low,9,59,44,2,37,-24,09-12-2015,Regular Air,Hilary Holden,44,Technology,Copiers and Fax,62.41%,,,
11396,07-21-2015,Critical,42,"5,917","4,514",592,30,781,07-23-2015,Regular Air,Matt Connell,84,Office Supplies,Binders and Binder Accessories,0.51%,,,
11398,08-06-2015,High,16,910,790,36,16,67,08-09-2015,Regular Air,Nathan Gelder,1151,Office Supplies,Paper,1.71%,,,
11398,08-06-2015,High,26,96,82,4,1,9,08-09-2015,Regular Air,Nathan Gelder,958,Office Supplies,Pens & Art Supplies,1.27%,,,
11428,01-21-2015,Medium,16,"2,046","1,645",0,30,371,01-23-2015,Regular Air,Bill Donatelli,317,Office Supplies,Envelopes,1.47%,,,
11431,08-01-2015,High,5,129,111,15,4,-2,08-04-2015,Regular Air,Eric Hoffmann,781,Office Supplies,Paper,3.34%,,,
11431,08-01-2015,High,8,40,34,5,13,-13,08-04-2015,Regular Air,Eric Hoffmann,105,Technology,Telephones and Communication,33.67%,,,
11650,09-24-2015,Not Specified,26,"18,445","14,209","1,476",13,"2,747",09-27-2015,Regular Air,Valerie Mitchum,260,Office Supplies,Pens & Art Supplies,0.07%,,,
11650,09-24-2015,Not Specified,30,244,211,27,4,2,09-26-2015,Regular Air,Valerie Mitchum,515,Technology,Computer Peripherals,1.46%,,,
11683,02-07-2015,Not Specified,28,"4,465","3,893",179,9,385,02-10-2015,Regular Air,Fred Chung,234,Technology,Telephones and Communication,0.20%,,,
11684,07-27-2015,High,8,104,89,0,37,-22,07-29-2015,Regular Air,Jenna Caffey,194,Furniture,Chairs & Chairmats,35.49%,,,
11745,07-19-2015,High,17,127,111,10,30,-24,07-22-2015,Regular Air,Mark Cousins,355,Technology,Computer Peripherals,23.54%,,,
11776,02-24-2015,Low,40,"1,720","1,397",103,1,218,02-27-2015,Express Air,Christina Vanderzanden,827,Office Supplies,Rubber Bands,0.06%,,,
11782,07-28-2015,Low,46,50,38,2,7,4,07-31-2015,Regular Air,Marina Lichtenstein,938,Office Supplies,Paper,14.14%,,,
11782,07-28-2015,Low,27,229,199,23,21,-14,07-31-2015,Regular Air,Marina Lichtenstein,487,Technology,Telephones and Communication,9.16%,,,
11808,07-31-2015,Not Specified,1,"12,810","10,967","1,025",59,758,08-03-2015,Delivery Truck,Tracy Poddar,61,Furniture,Tables,0.46%,,,
11874,09-09-2015,Medium,1,151,115,0,13,23,09-12-2015,Regular Air,Tracy Poddar,380,Technology,Computer Peripherals,8.59%,,,
11874,09-09-2015,Medium,20,30,23,3,15,-11,09-11-2015,Regular Air,Tracy Poddar,582,Office Supplies,Envelopes,48.47%,,,
11875,08-20-2015,Medium,19,688,520,0,9,159,08-22-2015,Regular Air,Shahid Hopkins,625,Office Supplies,Storage & Organization,1.37%,,,
11969,01-19-2015,Not Specified,9,"1,776","1,321",71,165,218,01-21-2015,Delivery Truck,Ivan Liston,33,Furniture,Tables,9.31%,,,
11969,01-19-2015,Not Specified,42,"1,913","1,464",249,90,110,01-21-2015,Delivery Truck,Ivan Liston,1263,Furniture,Tables,4.70%,,,
11969,01-19-2015,Not Specified,16,713,602,78,53,-20,01-21-2015,Regular Air,Ivan Liston,456,Office Supplies,Storage & Organization,7.36%,,,
12005,06-24-2015,Not Specified,4,151,122,9,17,3,06-27-2015,Regular Air,Dean Percer,149,Office Supplies,Storage & Organization,11.30%,,,
12096,09-19-2015,Medium,23,"9,246","7,410",185,17,"1,634",09-21-2015,Regular Air,Michelle Lonsdale,104,Furniture,Office Furnishings,0.19%,,,
12096,09-19-2015,Medium,46,"4,662","3,556",140,12,953,09-22-2015,Regular Air,Michelle Lonsdale,79,Technology,Telephones and Communication,0.26%,,,
12129,12-25-2015,Medium,36,"4,544","3,933",0,105,506,12-27-2015,Delivery Truck,Giulietta Weimer,14,Furniture,Chairs & Chairmats,2.32%,,,
12256,12-18-2015,Medium,44,"1,044",776,136,1,131,12-20-2015,Regular Air,Joni Blumstein,982,Office Supplies,Labels,0.07%,,,
12292,06-02-2015,Not Specified,32,735,606,96,9,25,06-05-2015,Regular Air,Ken Lonsdale,321,Technology,Computer Peripherals,1.20%,,,
12352,03-23-2015,Medium,5,"3,024","2,627",302,13,82,03-25-2015,Regular Air,Hunter Glantz,1203,Office Supplies,Binders and Binder Accessories,0.42%,,,
12356,10-18-2015,Critical,39,"1,349","1,032",40,8,268,10-20-2015,Regular Air,Yoseph Carroll,937,Office Supplies,Paper,0.60%,,,
12418,02-18-2015,Not Specified,38,305,262,37,10,-3,02-21-2015,Regular Air,Ed Braxton,926,Office Supplies,Storage & Organization,3.20%,,,
12551,06-11-2015,Low,46,474,384,9,8,73,06-13-2015,Regular Air,George Ashbrook,286,Technology,Telephones and Communication,1.67%,,,
12711,02-19-2015,Critical,45,"1,407","1,132",99,5,172,02-22-2015,Regular Air,Sung Shariari,416,Office Supplies,"Scissors, Rulers and Trimmers",0.33%,,,
12711,02-19-2015,Critical,32,220,179,0,13,28,02-22-2015,Regular Air,Sung Shariari,274,Office Supplies,Pens & Art Supplies,6.13%,,,
12804,05-25-2015,Medium,21,462,370,0,1,91,05-27-2015,Regular Air,Philip Fox,1086,Office Supplies,Labels,0.16%,,,
12804,05-25-2015,Medium,34,91,74,3,13,1,05-28-2015,Express Air,Philip Fox,792,Office Supplies,Storage & Organization,13.82%,,,
12804,05-25-2015,Medium,50,65,56,7,1,0,05-27-2015,Regular Air,Philip Fox,1040,Office Supplies,Rubber Bands,1.74%,,,
12837,12-02-2015,Medium,22,"1,461","1,183",44,1,233,12-04-2015,Regular Air,Dave Hallsten,961,Office Supplies,Labels,0.10%,,,
12837,12-02-2015,Medium,50,"1,065",854,43,3,166,12-04-2015,Regular Air,Dave Hallsten,500,Technology,Computer Peripherals,0.28%,,,
12931,04-24-2015,Medium,11,55,44,2,15,-6,04-27-2015,Regular Air,Doug Jacobs,305,Office Supplies,Storage & Organization,26.70%,,,
13027,01-15-2015,Critical,42,657,530,26,9,91,01-17-2015,Regular Air,Fred McMath,1000,Office Supplies,Paper,1.41%,,,
13031,12-04-2015,Low,34,"2,046","1,645",225,11,165,12-06-2015,Regular Air,Sarah Brown,1016,Office Supplies,Paper,0.54%,,,
13157,02-11-2015,Medium,2,139,120,14,7,-2,02-14-2015,Regular Air,Deanra Eno,346,Technology,Telephones and Communication,5.19%,,,
13158,11-20-2015,Critical,26,718,615,14,4,84,11-22-2015,Regular Air,Kelly Williams,859,Office Supplies,Binders and Binder Accessories,0.62%,,,
13282,05-09-2015,Low,2,770,583,23,1,162,05-11-2015,Regular Air,Roy Phan,769,Office Supplies,Labels,0.10%,,,
13282,05-09-2015,Low,22,359,274,43,11,31,05-12-2015,Regular Air,Roy Phan,347,Technology,Computer Peripherals,3.15%,,,
13284,08-12-2015,High,22,"1,664","1,342",116,30,175,08-14-2015,Regular Air,Muhammed Lee,41,Office Supplies,Binders and Binder Accessories,1.80%,,,
13284,08-12-2015,High,49,"9,262","8,075","1,204",4,-22,08-14-2015,Regular Air,Muhammed Lee,489,Office Supplies,Binders and Binder Accessories,0.05%,,,
13345,09-02-2015,Not Specified,24,"2,127","1,848",64,4,212,09-04-2015,Regular Air,Bill Donatelli,806,Technology,Computer Peripherals,0.17%,,,
13345,09-02-2015,Not Specified,45,114,88,15,5,7,09-04-2015,Regular Air,Bill Donatelli,457,Office Supplies,"Scissors, Rulers and Trimmers",4.42%,,,
13346,11-15-2015,Low,44,"1,018",836,122,13,47,11-18-2015,Regular Air,Doug Bickford,1025,Office Supplies,Paper,1.31%,,,
13383,06-15-2015,Not Specified,35,793,586,79,53,75,06-17-2015,Regular Air,Duane Huffman,458,Office Supplies,Storage & Organization,6.62%,,,
13444,01-05-2015,High,33,243,191,19,1,31,01-08-2015,Regular Air,Pete Armstrong,999,Office Supplies,Paper,0.54%,,,
13507,12-29-2015,Medium,27,176,153,21,9,-8,12-31-2015,Regular Air,Anna Andreadi,1000,Office Supplies,Paper,5.28%,,,
13543,08-08-2015,Medium,2,584,467,70,14,33,08-11-2015,Regular Air,Andy Reiter,758,Office Supplies,Storage & Organization,2.43%,,,
13570,12-02-2015,Not Specified,2,46,40,3,1,2,12-05-2015,Regular Air,Grant Thornton,740,Furniture,Office Furnishings,3.13%,,,
13570,12-02-2015,Not Specified,42,17,14,1,13,-12,12-04-2015,Regular Air,Grant Thornton,167,Technology,Telephones and Communication,80.85%,,,
13572,05-17-2015,Critical,7,231,200,23,8,0,05-20-2015,Regular Air,Pierre Wener,791,Technology,Computer Peripherals,3.34%,,,
13575,08-29-2015,Critical,15,546,438,66,12,31,08-31-2015,Express Air,Cynthia Arntzen,1118,Office Supplies,Paper,2.25%,,,
13601,08-16-2015,Low,17,157,135,19,30,-27,08-19-2015,Regular Air,Joni Blumstein,467,Office Supplies,Appliances,19.09%,,,
13633,04-03-2015,Not Specified,39,"2,718","2,178",82,53,406,04-06-2015,Regular Air,Alan Hwang,488,Office Supplies,Storage & Organization,1.93%,,,
13633,04-03-2015,Not Specified,18,"2,678","2,168",321,86,103,04-05-2015,Delivery Truck,Alan Hwang,677,Furniture,Chairs & Chairmats,3.20%,,,
13668,02-24-2015,Critical,42,625,541,19,8,57,02-26-2015,Regular Air,Jill Fjeld,473,Furniture,Office Furnishings,1.25%,,,
13670,05-23-2015,Critical,27,303,260,18,1,25,05-25-2015,Express Air,Art Foster,853,Office Supplies,Labels,0.25%,,,
13892,04-27-2015,High,47,34,28,0,3,3,04-29-2015,Regular Air,Frank Hawley,280,Technology,Computer Peripherals,8.81%,,,
13894,04-10-2015,Medium,31,840,678,50,1,111,04-12-2015,Regular Air,Rose O'Brian,958,Office Supplies,Pens & Art Supplies,0.14%,,,
13894,04-10-2015,Medium,50,91,78,6,2,5,04-12-2015,Regular Air,Rose O'Brian,623,Technology,Telephones and Communication,2.06%,,,
13923,07-08-2015,High,27,"1,119",962,67,43,47,07-10-2015,Delivery Truck,Ed Braxton,87,Office Supplies,Storage & Organization,3.84%,,,
13923,07-08-2015,High,49,175,140,0,17,18,07-11-2015,Regular Air,Ed Braxton,671,Office Supplies,Paper,9.91%,,,
13923,07-08-2015,High,28,262,209,29,23,1,07-11-2015,Delivery Truck,Ed Braxton,370,Technology,Office Machines,8.92%,,,
13923,07-08-2015,High,39,303,243,18,74,-31,07-11-2015,Regular Air,Ed Braxton,1257,Office Supplies,Appliances,24.24%,,,
13984,09-24-2015,Critical,30,"12,690","10,309",888,56,"1,436",09-26-2015,Regular Air,Khloe Miller,174,Furniture,Office Furnishings,0.44%,,,
13988,08-01-2015,Not Specified,18,584,471,35,7,70,08-04-2015,Express Air,MaryBeth Skach,497,Office Supplies,Appliances,1.28%,,,
13988,08-01-2015,Not Specified,34,288,249,6,8,26,08-03-2015,Regular Air,MaryBeth Skach,1043,Furniture,Office Furnishings,2.77%,,,
13988,08-01-2015,Not Specified,39,168,144,0,12,13,08-03-2015,Regular Air,MaryBeth Skach,610,Office Supplies,Storage & Organization,6.85%,,,
13991,03-06-2015,High,24,946,768,0,4,173,03-08-2015,Regular Air,Cynthia Voltz,669,Technology,Computer Peripherals,0.43%,,,
13991,03-06-2015,High,21,156,120,16,104,-83,03-08-2015,Regular Air,Cynthia Voltz,290,Furniture,Tables,66.55%,,,
14016,07-11-2015,Low,9,76,66,5,78,-73,07-14-2015,Delivery Truck,Tom Boeckenhauer,26,Furniture,Tables,102.51%,,,
14210,06-26-2015,Not Specified,19,"8,275","6,313",0,3,"1,959",06-29-2015,Regular Air,Helen Wasserman,616,Technology,Computer Peripherals,0.04%,,,
14212,02-16-2015,Critical,4,194,168,0,8,18,02-18-2015,Regular Air,Cyma Kinney,473,Furniture,Office Furnishings,4.03%,,,
14212,02-16-2015,Critical,8,25,20,1,1,4,02-18-2015,Regular Air,Cyma Kinney,950,Office Supplies,Labels,3.00%,,,
14215,07-13-2015,Medium,44,9,8,1,10,-10,07-15-2015,Regular Air,Karl Brown,421,Office Supplies,Paper,113.67%,,,
14240,02-17-2015,High,24,"1,816","1,480",0,2,333,02-19-2015,Regular Air,Ralph Kennedy,1120,Office Supplies,Binders and Binder Accessories,0.12%,,,
14241,06-14-2015,Critical,22,215,173,9,4,30,06-16-2015,Regular Air,MaryBeth Skach,595,Office Supplies,Pens & Art Supplies,1.64%,,,
14272,02-12-2015,Medium,32,633,540,63,7,23,02-15-2015,Regular Air,Vivian Mathis,292,Office Supplies,Appliances,1.07%,,,
14372,10-23-2015,Critical,34,"1,451","1,256",174,91,-70,10-25-2015,Delivery Truck,Beth Thompson,442,Furniture,Bookcases,6.25%,,,
14435,12-01-2015,Not Specified,44,"31,500","27,264","2,520",9,"1,707",12-03-2015,Regular Air,Dennis Kane,549,Office Supplies,Paper,0.03%,,,
14435,12-01-2015,Not Specified,9,"3,690","2,889",74,37,690,12-04-2015,Regular Air,Dennis Kane,42,Technology,Copiers and Fax,1.00%,,,
14435,12-01-2015,Not Specified,41,238,207,0,63,-32,12-03-2015,Delivery Truck,Dennis Kane,124,Furniture,Chairs & Chairmats,26.47%,,,
14439,08-30-2015,High,27,"6,076","4,665",729,16,665,09-01-2015,Regular Air,Cindy Stewart,522,Office Supplies,Paper,0.27%,,,
14497,05-20-2015,Medium,34,"1,404","1,210",42,12,139,05-23-2015,Regular Air,Sung Pak,986,Office Supplies,Paper,0.85%,,,
14630,10-16-2015,Low,17,"4,680","4,021",515,8,135,10-18-2015,Regular Air,Muhammed Lee,477,Office Supplies,Pens & Art Supplies,0.18%,,,
14695,09-05-2015,High,40,797,635,56,81,26,09-07-2015,Delivery Truck,Anthony Witt,422,Furniture,Bookcases,10.18%,,,
14726,01-08-2015,Low,15,"5,813","4,507",581,6,719,01-11-2015,Regular Air,Ralph Knight,373,Technology,Computer Peripherals,0.10%,,,
14727,07-19-2015,Medium,33,63,53,4,5,0,07-21-2015,Regular Air,Bobby Trafton,224,Office Supplies,Appliances,8.30%,,,
14727,07-19-2015,Medium,50,40,35,2,78,-76,07-21-2015,Delivery Truck,Bobby Trafton,33,Furniture,Tables,194.20%,,,
14784,03-14-2015,Medium,43,"1,363","1,167",82,70,44,03-16-2015,Delivery Truck,Brenda Bowman,393,Furniture,Tables,5.13%,,,
14820,01-09-2015,High,39,617,500,37,8,73,01-12-2015,Express Air,Michael Dominguez,503,Technology,Telephones and Communication,1.22%,,,
14851,05-11-2015,Not Specified,26,"3,600","3,039",396,13,152,05-14-2015,Regular Air,Juliana Krohn,200,Technology,Telephones and Communication,0.37%,,,
14851,05-11-2015,Not Specified,6,374,300,41,37,-4,05-13-2015,Regular Air,Juliana Krohn,32,Technology,Copiers and Fax,9.82%,,,
14980,07-14-2015,Critical,27,229,198,9,3,19,07-17-2015,Regular Air,Lori Olson,329,Technology,Computer Peripherals,1.30%,,,
15044,03-06-2015,Low,42,168,146,17,15,-10,03-08-2015,Regular Air,Erica Bern,453,Technology,Computer Peripherals,9.13%,,,
15104,03-29-2015,Medium,23,957,825,115,2,15,04-01-2015,Regular Air,Resi Polking,1074,Office Supplies,Binders and Binder Accessories,0.23%,,,
15142,04-04-2015,Not Specified,21,140,114,14,16,-4,04-06-2015,Regular Air,Meg O'Connel,1001,Office Supplies,Binders and Binder Accessories,11.66%,,,
15236,04-09-2015,Not Specified,33,"1,125",970,90,4,60,04-11-2015,Regular Air,Lena Creighton,898,Office Supplies,Binders and Binder Accessories,0.40%,,,
15236,04-09-2015,Not Specified,30,360,310,7,9,33,04-12-2015,Express Air,Lena Creighton,711,Furniture,Office Furnishings,2.58%,,,
15296,08-07-2015,Not Specified,38,251,217,8,30,-3,08-10-2015,Regular Air,Nick Radford,49,Office Supplies,Storage & Organization,11.93%,,,
15329,04-27-2015,High,34,248,199,15,3,31,04-29-2015,Express Air,Rob Haberlin,280,Technology,Computer Peripherals,1.20%,,,
15399,05-13-2015,Critical,46,"2,342","1,877",141,7,317,05-16-2015,Express Air,Benjamin Venier,236,Technology,Telephones and Communication,0.32%,,,
15399,05-13-2015,Critical,38,953,724,29,6,193,05-16-2015,Regular Air,Benjamin Venier,242,Technology,Telephones and Communication,0.66%,,,
15399,05-13-2015,Critical,7,"1,295","1,045",26,104,120,05-16-2015,Delivery Truck,Benjamin Venier,134,Furniture,Chairs & Chairmats,8.06%,,,
15491,01-18-2015,Medium,5,437,374,9,4,50,01-21-2015,Regular Air,Michael Oakman,93,Technology,Telephones and Communication,0.86%,,,
15524,05-11-2015,Medium,27,"3,708","3,002",148,5,552,05-13-2015,Regular Air,John Huston,747,Office Supplies,"Scissors, Rulers and Trimmers",0.15%,,,
15591,06-06-2015,Critical,31,"1,679","1,319",0,8,352,06-08-2015,Regular Air,Brad Eason,648,Furniture,Office Furnishings,0.46%,,,
15616,03-23-2015,Critical,12,"5,284","4,151",106,10,"1,018",03-26-2015,Express Air,Carlos Meador,325,Technology,Computer Peripherals,0.18%,,,
15616,03-23-2015,Critical,34,372,293,45,2,32,03-26-2015,Regular Air,Carlos Meador,863,Office Supplies,Pens & Art Supplies,0.47%,,,
15651,10-04-2015,Critical,14,"2,409","1,944",169,53,244,10-06-2015,Regular Air,Anemone Ratner,209,Office Supplies,Storage & Organization,2.18%,,,
15651,10-04-2015,Critical,8,"1,134",841,113,84,95,10-06-2015,Delivery Truck,Anemone Ratner,613,Furniture,Tables,7.44%,,,
15651,10-04-2015,Critical,40,206,165,27,5,9,10-07-2015,Express Air,Anemone Ratner,227,Office Supplies,Appliances,2.55%,,,
15687,04-09-2015,Critical,48,"4,788","3,837",527,70,354,04-12-2015,Delivery Truck,Benjamin Venier,437,Furniture,Bookcases,1.46%,,,
15712,12-04-2015,High,1,826,702,83,81,-40,12-06-2015,Delivery Truck,Natalie Webber,422,Furniture,Bookcases,9.82%,,,
15715,10-15-2015,Critical,43,868,746,35,9,79,10-17-2015,Regular Air,Kelly Andreada,462,Office Supplies,Paper,1.01%,,,
15781,09-03-2015,High,29,"10,630","8,378",213,6,"2,033",09-06-2015,Regular Air,David Flashing,354,Technology,Computer Peripherals,0.06%,,,
15782,03-30-2015,High,35,106,92,14,104,-104,04-01-2015,Regular Air,Jim Karlsson,197,Furniture,Tables,97.62%,,,
15872,10-30-2015,Not Specified,23,"4,847","3,911",0,9,927,11-01-2015,Regular Air,Helen Andreada,1103,Office Supplies,Paper,0.18%,,,
15872,10-30-2015,Not Specified,48,314,270,6,23,14,11-01-2015,Delivery Truck,Helen Andreada,278,Office Supplies,Appliances,7.47%,,,
15872,10-30-2015,Not Specified,19,169,146,22,26,-25,11-01-2015,Regular Air,Helen Andreada,452,Office Supplies,Paper,15.51%,,,
15937,11-06-2015,Low,17,313,265,6,4,37,11-09-2015,Express Air,Monica Federle,557,Furniture,Office Furnishings,1.37%,,,
15937,11-06-2015,Low,32,28,24,2,3,-1,11-08-2015,Regular Air,Monica Federle,751,Technology,Computer Peripherals,10.60%,,,
16005,12-24-2015,Not Specified,7,"2,120","1,705",254,8,153,12-27-2015,Regular Air,Maurice Satty,897,Office Supplies,Binders and Binder Accessories,0.39%,,,
16036,01-05-2015,Medium,28,"1,995","1,593",140,13,249,01-07-2015,Regular Air,Harold Dahlen,1203,Office Supplies,Binders and Binder Accessories,0.64%,,,
16036,01-05-2015,Medium,28,"2,640","2,130",317,53,141,01-08-2015,Regular Air,Harold Dahlen,103,Office Supplies,Storage & Organization,1.99%,,,
16036,01-05-2015,Medium,33,"1,560","1,246",203,14,97,01-08-2015,Regular Air,Harold Dahlen,470,Office Supplies,Storage & Organization,0.91%,,,
16036,01-05-2015,Medium,10,163,140,16,12,-5,01-07-2015,Regular Air,Harold Dahlen,315,Technology,Telephones and Communication,7.45%,,,
16039,05-16-2015,High,3,208,169,27,3,9,05-19-2015,Regular Air,Michelle Lonsdale,418,Technology,Computer Peripherals,1.44%,,,
16098,07-21-2015,Low,44,"5,418","4,386",650,4,377,07-24-2015,Regular Air,Patricia Hirasaki,550,Office Supplies,Binders and Binder Accessories,0.08%,,,
16098,07-21-2015,Low,31,72,62,6,13,-9,07-24-2015,Regular Air,Patricia Hirasaki,744,Furniture,Office Furnishings,18.78%,,,
16103,07-15-2015,Not Specified,31,464,399,0,9,56,07-18-2015,Regular Air,Maria Zettner,1139,Office Supplies,Paper,2.01%,,,
16103,07-15-2015,Not Specified,22,48,41,4,6,-4,07-17-2015,Regular Air,Maria Zettner,575,Office Supplies,Pens & Art Supplies,12.90%,,,
16132,10-27-2015,Medium,26,"2,498","1,943",250,4,301,10-29-2015,Regular Air,Clay Cheatham,753,Office Supplies,Binders and Binder Accessories,0.18%,,,
16134,11-19-2015,High,43,"3,216","2,793",193,42,187,11-22-2015,Delivery Truck,Nathan Mautz,35,Technology,Office Machines,1.31%,,,
16161,07-28-2015,Medium,38,"3,234","2,627",129,1,476,07-30-2015,Regular Air,Kristina Nunn,828,Office Supplies,Rubber Bands,0.03%,,,
16161,07-28-2015,Medium,49,606,481,24,6,95,07-30-2015,Regular Air,Kristina Nunn,436,Technology,Telephones and Communication,1.04%,,,
16164,01-03-2015,Low,26,"3,584","3,080",394,6,104,01-06-2015,Regular Air,Eva Jacobs,1201,Office Supplies,Pens & Art Supplies,0.18%,,,
16164,01-03-2015,Low,26,41,36,2,21,-17,01-06-2015,Delivery Truck,Eva Jacobs,388,Technology,Office Machines,50.77%,,,
16164,01-03-2015,Low,22,36,31,4,30,-29,01-06-2015,Regular Air,Eva Jacobs,184,Office Supplies,Envelopes,83.71%,,,
16193,04-09-2015,Not Specified,29,278,224,28,8,18,04-11-2015,Regular Air,Frank Price,164,Technology,Telephones and Communication,2.70%,,,
16193,04-09-2015,Not Specified,8,132,111,0,12,8,04-11-2015,Regular Air,Frank Price,319,Office Supplies,Storage & Organization,9.35%,,,
16197,10-26-2015,Critical,23,"1,434","1,105",0,3,326,10-29-2015,Express Air,Katherine Hughes,672,Office Supplies,Paper,0.22%,,,
16197,10-26-2015,Critical,19,210,179,23,9,-2,10-28-2015,Regular Air,Katherine Hughes,1202,Office Supplies,Paper,4.19%,,,
16231,09-04-2015,Low,20,684,588,68,78,-50,09-07-2015,Delivery Truck,Nora Paige,26,Furniture,Tables,11.39%,,,
16257,05-05-2015,Not Specified,16,144,123,6,4,11,05-07-2015,Regular Air,Greg Maxwell,956,Office Supplies,Envelopes,2.61%,,,
16352,07-30-2015,Medium,16,95,82,4,10,-1,08-02-2015,Regular Air,Logan Haushalter,943,Office Supplies,Paper,10.50%,,,
16359,05-14-2015,Critical,39,"18,846","14,518","1,508",22,"2,798",05-16-2015,Regular Air,Grant Donatelli,459,Office Supplies,Envelopes,0.12%,,,
16359,05-14-2015,Critical,8,"1,400","1,198",0,11,190,05-16-2015,Regular Air,Grant Donatelli,1147,Office Supplies,Pens & Art Supplies,0.80%,,,
16390,03-24-2015,Medium,8,"2,900","2,397",377,5,121,03-27-2015,Regular Air,Frank Merwin,457,Office Supplies,"Scissors, Rulers and Trimmers",0.17%,,,
16423,08-05-2015,Medium,19,"1,624","1,204",114,10,296,08-07-2015,Regular Air,Bryan Davis,972,Office Supplies,Paper,0.61%,,,
16452,08-23-2015,Medium,46,"2,267","1,692",159,2,415,08-26-2015,Regular Air,David Flashing,890,Office Supplies,Pens & Art Supplies,0.07%,,,
16454,05-11-2015,Medium,12,888,768,53,9,57,05-13-2015,Regular Air,Chris Selesnick,725,Office Supplies,Binders and Binder Accessories,1.02%,,,
16518,09-29-2015,Critical,4,"1,110",872,44,8,186,10-02-2015,Regular Air,Ken Dana,953,Office Supplies,Paper,0.70%,,,
16518,09-29-2015,Critical,36,76,66,3,1,6,10-02-2015,Regular Air,Ken Dana,166,Technology,Telephones and Communication,1.96%,,,
16548,02-05-2015,Not Specified,22,141,114,11,6,10,02-07-2015,Regular Air,Darren Budd,813,Furniture,Office Furnishings,4.22%,,,
16548,02-05-2015,Not Specified,40,132,108,8,104,-87,02-08-2015,Regular Air,David Flashing,197,Furniture,Tables,78.13%,,,
16706,06-27-2015,High,6,"1,949","1,492",39,2,417,06-30-2015,Regular Air,Beth Thompson,800,Office Supplies,Pens & Art Supplies,0.09%,,,
16706,06-27-2015,High,47,"1,750","1,322",70,51,306,06-29-2015,Regular Air,Beth Thompson,412,Furniture,Office Furnishings,2.93%,,,
16706,06-27-2015,High,49,17,13,2,6,-4,06-29-2015,Express Air,Beth Thompson,127,Technology,Telephones and Communication,35.07%,,,
16709,10-06-2015,High,3,"9,476","7,594",948,9,925,10-08-2015,Regular Air,Giulietta Dortch,1077,Office Supplies,Paper,0.09%,,,
16711,04-25-2015,Not Specified,3,684,530,89,1,64,04-27-2015,Regular Air,Jeremy Farry,1137,Office Supplies,Rubber Bands,0.15%,,,
16772,12-26-2015,High,38,"1,110",896,67,1,147,12-29-2015,Regular Air,Alex Russell,950,Office Supplies,Labels,0.07%,,,
16775,11-22-2015,Low,49,"7,075","5,748",425,9,894,11-24-2015,Regular Air,Natalie Webber,548,Office Supplies,Paper,0.12%,,,
16804,03-10-2015,High,46,"1,679","1,319",185,21,155,03-13-2015,Regular Air,Ed Ludwig,705,Office Supplies,Paper,1.24%,,,
